date,País,Estado,População,Confirmados,Confirmados_1d,Média_Móvel_Confirmados_7d,Taxa_MM_Confirmados_7d_14d,Tendência_Confirmados,Mortes,Mortes_1d,Média_Móvel_Mortes_7d,Taxa_MM_Mortes_7d_14d,Tendência_Mortes,Mês,Ano
2021-01-01,Brazil,Acre,881935,41689,,,,,796,,,,,2021-01,2021
2021-01-02,Brazil,Acre,881935,41941,252.0,,,,798,2.0,,,,2021-01,2021
2021-01-03,Brazil,Acre,881935,42046,105.0,,,,802,4.0,,,,2021-01,2021
2021-01-04,Brazil,Acre,881935,42117,71.0,,,,806,4.0,,,,2021-01,2021
2021-01-05,Brazil,Acre,881935,42170,53.0,,,,808,2.0,,,,2021-01,2021
2021-01-06,Brazil,Acre,881935,42378,208.0,,,,814,6.0,,,,2021-01,2021
2021-01-07,Brazil,Acre,881935,42478,100.0,,,,821,7.0,,,,2021-01,2021
2021-01-08,Brazil,Acre,881935,42814,336.0,161.0,,,823,2.0,4.0,,,2021-01,2021
2021-01-09,Brazil,Acre,881935,42908,94.0,139.0,,,823,0.0,4.0,,,2021-01,2021
2021-01-10,Brazil,Acre,881935,43127,219.0,155.0,,,825,2.0,4.0,,,2021-01,2021
2021-01-11,Brazil,Acre,881935,43346,219.0,176.0,,,826,1.0,3.0,,,2021-01,2021
2021-01-12,Brazil,Acre,881935,43432,86.0,181.0,,,827,1.0,3.0,,,2021-01,2021
2021-01-13,Brazil,Acre,881935,43785,353.0,201.0,,,829,2.0,3.0,,,2021-01,2021
2021-01-14,Brazil,Acre,881935,44068,283.0,228.0,,,832,3.0,2.0,,,2021-01,2021
2021-01-15,Brazil,Acre,881935,44156,88.0,192.0,,,835,3.0,2.0,,,2021-01,2021
2021-01-16,Brazil,Acre,881935,44621,465.0,245.0,,,835,0.0,2.0,,,2021-01,2021
2021-01-17,Brazil,Acre,881935,44767,146.0,235.0,,,836,1.0,2.0,,,2021-01,2021
2021-01-18,Brazil,Acre,881935,44775,8.0,205.0,,,837,1.0,2.0,,,2021-01,2021
2021-01-19,Brazil,Acre,881935,45208,433.0,254.0,,,839,2.0,2.0,,,2021-01,2021
2021-01-20,Brazil,Acre,881935,45429,221.0,235.0,,,840,1.0,2.0,,,2021-01,2021
2021-01-21,Brazil,Acre,881935,45729,300.0,238.0,,,844,4.0,2.0,,,2021-01,2021
2021-01-22,Brazil,Acre,881935,45987,258.0,262.0,1.6273291925465838,Crescendo,846,2.0,2.0,0.5,Decrescendo,2021-01,2021
2021-01-23,Brazil,Acre,881935,46239,252.0,232.0,1.669064748201439,Crescendo,848,2.0,2.0,0.5,Decrescendo,2021-01,2021
2021-01-24,Brazil,Acre,881935,46429,190.0,238.0,1.535483870967742,Crescendo,850,2.0,2.0,0.5,Decrescendo,2021-01,2021
2021-01-25,Brazil,Acre,881935,46539,110.0,252.0,1.431818181818182,Crescendo,854,4.0,3.0,1.0,Estável,2021-01,2021
2021-01-26,Brazil,Acre,881935,46774,235.0,224.0,1.2375690607734806,Crescendo,856,2.0,3.0,1.0,Estável,2021-01,2021
2021-01-27,Brazil,Acre,881935,47119,345.0,242.0,1.2039800995024876,Crescendo,858,2.0,3.0,1.0,Estável,2021-01,2021
2021-01-28,Brazil,Acre,881935,47461,342.0,248.0,1.087719298245614,Estável,860,2.0,3.0,1.5,Crescendo,2021-01,2021
2021-01-29,Brazil,Acre,881935,47936,475.0,279.0,1.453125,Crescendo,861,1.0,3.0,1.5,Crescendo,2021-01,2021
2021-01-30,Brazil,Acre,881935,48347,411.0,302.0,1.2326530612244897,Crescendo,864,3.0,3.0,1.5,Crescendo,2021-01,2021
2021-01-31,Brazil,Acre,881935,48467,120.0,292.0,1.2425531914893615,Crescendo,867,3.0,3.0,1.5,Crescendo,2021-01,2021
2021-02-01,Brazil,Acre,881935,48820,353.0,326.0,1.5902439024390245,Crescendo,873,6.0,3.0,1.5,Crescendo,2021-02,2021
2021-02-02,Brazil,Acre,881935,49049,229.0,325.0,1.279527559055118,Crescendo,876,3.0,3.0,1.5,Crescendo,2021-02,2021
2021-02-03,Brazil,Acre,881935,49547,498.0,347.0,1.476595744680851,Crescendo,879,3.0,3.0,1.5,Crescendo,2021-02,2021
2021-02-04,Brazil,Acre,881935,49944,397.0,355.0,1.4915966386554622,Crescendo,882,3.0,4.0,2.0,Crescendo,2021-02,2021
2021-02-05,Brazil,Acre,881935,50122,178.0,313.0,1.1946564885496185,Crescendo,884,2.0,4.0,2.0,Crescendo,2021-02,2021
2021-02-06,Brazil,Acre,887777,50454,332.0,301.0,1.2974137931034482,Crescendo,886,2.0,4.0,2.0,Crescendo,2021-02,2021
2021-02-07,Brazil,Acre,881935,50546,92.0,297.0,1.2478991596638656,Crescendo,888,2.0,3.0,1.5,Crescendo,2021-02,2021
2021-02-08,Brazil,Acre,884517,50694,148.0,268.0,1.0634920634920637,Estável,893,5.0,3.0,1.0,Estável,2021-02,2021
2021-02-09,Brazil,Acre,881935,51269,575.0,318.0,1.4196428571428572,Crescendo,900,7.0,4.0,1.3333333333333333,Crescendo,2021-02,2021
2021-02-10,Brazil,Acre,881935,51679,410.0,305.0,1.2603305785123966,Crescendo,902,2.0,4.0,1.3333333333333333,Crescendo,2021-02,2021
2021-02-11,Brazil,Acre,881935,52172,493.0,319.0,1.2862903225806452,Crescendo,907,5.0,4.0,1.3333333333333333,Crescendo,2021-02,2021
2021-02-12,Brazil,Acre,881935,52548,376.0,347.0,1.2437275985663083,Crescendo,910,3.0,4.0,1.3333333333333333,Crescendo,2021-02,2021
2021-02-13,Brazil,Acre,881935,52920,372.0,353.0,1.1688741721854303,Crescendo,917,7.0,5.0,1.6666666666666667,Crescendo,2021-02,2021
2021-02-14,Brazil,Acre,881935,53027,107.0,355.0,1.2157534246575343,Crescendo,921,4.0,5.0,1.6666666666666667,Crescendo,2021-02,2021
2021-02-15,Brazil,Acre,881935,53455,428.0,395.0,1.2116564417177915,Crescendo,931,10.0,6.0,2.0,Crescendo,2021-02,2021
2021-02-16,Brazil,Acre,881935,53590,135.0,332.0,1.0215384615384615,Estável,932,1.0,5.0,1.6666666666666667,Crescendo,2021-02,2021
2021-02-17,Brazil,Acre,881935,53892,302.0,317.0,0.9135446685878964,Estável,940,8.0,6.0,2.0,Crescendo,2021-02,2021
2021-02-18,Brazil,Acre,881935,54130,238.0,280.0,0.7887323943661971,Estável,948,8.0,6.0,1.5,Crescendo,2021-02,2021
2021-02-19,Brazil,Acre,881935,54562,432.0,288.0,0.9201277955271564,Estável,951,3.0,6.0,1.5,Crescendo,2021-02,2021
2021-02-20,Brazil,Acre,881935,54743,181.0,261.0,0.867109634551495,Estável,957,6.0,6.0,1.5,Crescendo,2021-02,2021
2021-02-21,Brazil,Acre,881935,54786,43.0,252.0,0.8484848484848485,Estável,963,6.0,6.0,2.0,Crescendo,2021-02,2021
2021-02-22,Brazil,Acre,881935,54969,183.0,217.0,0.8097014925373134,Estável,968,5.0,6.0,2.0,Crescendo,2021-02,2021
2021-02-23,Brazil,Acre,881935,55591,622.0,286.0,0.89937106918239,Estável,974,6.0,6.0,1.5,Crescendo,2021-02,2021
2021-02-24,Brazil,Acre,881935,55881,290.0,285.0,0.9344262295081968,Estável,975,1.0,5.0,1.25,Crescendo,2021-02,2021
2021-02-25,Brazil,Acre,881935,56257,376.0,304.0,0.9529780564263324,Estável,982,7.0,5.0,1.25,Crescendo,2021-02,2021
2021-02-26,Brazil,Acre,881935,56731,474.0,310.0,0.8933717579250721,Estável,986,4.0,5.0,1.25,Crescendo,2021-02,2021
2021-02-27,Brazil,Acre,881935,57337,606.0,371.0,1.0509915014164306,Estável,996,10.0,6.0,1.2,Crescendo,2021-02,2021
2021-02-28,Brazil,Acre,881935,57534,197.0,393.0,1.1070422535211268,Estável,998,2.0,5.0,1.0,Estável,2021-02,2021
2021-03-01,Brazil,Acre,881935,57894,360.0,418.0,1.058227848101266,Estável,1012,14.0,7.0,1.1666666666666667,Crescendo,2021-03,2021
2021-03-02,Brazil,Acre,881935,58081,187.0,356.0,1.072289156626506,Estável,1020,8.0,7.0,1.4,Crescendo,2021-03,2021
2021-03-03,Brazil,Acre,881935,58506,425.0,375.0,1.1829652996845426,Crescendo,1030,10.0,8.0,1.3333333333333333,Crescendo,2021-03,2021
2021-03-04,Brazil,Acre,881935,58884,378.0,376.0,1.3428571428571427,Crescendo,1037,7.0,8.0,1.3333333333333333,Crescendo,2021-03,2021
2021-03-05,Brazil,Acre,881935,59500,616.0,396.0,1.375,Crescendo,1047,10.0,9.0,1.5,Crescendo,2021-03,2021
2021-03-06,Brazil,Acre,881950,60070,570.0,391.0,1.4980842911877394,Crescendo,1054,7.0,9.0,1.5,Crescendo,2021-03,2021
2021-03-07,Brazil,Acre,881935,60288,218.0,394.0,1.5634920634920637,Crescendo,1063,9.0,10.0,1.6666666666666667,Crescendo,2021-03,2021
2021-03-08,Brazil,Acre,881935,60656,368.0,395.0,1.8202764976958523,Crescendo,1066,3.0,8.0,1.3333333333333333,Crescendo,2021-03,2021
2021-03-09,Brazil,Acre,881935,60721,65.0,378.0,1.3216783216783217,Crescendo,1071,5.0,8.0,1.3333333333333333,Crescendo,2021-03,2021
2021-03-10,Brazil,Acre,881935,61121,400.0,374.0,1.312280701754386,Crescendo,1083,12.0,8.0,1.6,Crescendo,2021-03,2021
2021-03-11,Brazil,Acre,881935,61394,273.0,359.0,1.180921052631579,Crescendo,1094,11.0,9.0,1.8,Crescendo,2021-03,2021
2021-03-12,Brazil,Acre,881935,61709,315.0,316.0,1.0193548387096774,Estável,1106,12.0,9.0,1.8,Crescendo,2021-03,2021
2021-03-13,Brazil,Acre,881935,62332,623.0,324.0,0.8733153638814016,Estável,1117,11.0,9.0,1.5,Crescendo,2021-03,2021
2021-03-14,Brazil,Acre,881935,62620,288.0,334.0,0.8498727735368957,Estável,1122,5.0,9.0,1.8,Crescendo,2021-03,2021
2021-03-15,Brazil,Acre,881935,62940,320.0,327.0,0.7822966507177034,Estável,1129,7.0,9.0,1.2857142857142858,Crescendo,2021-03,2021
2021-03-16,Brazil,Acre,881935,63378,438.0,380.0,1.0674157303370786,Estável,1140,11.0,10.0,1.4285714285714286,Crescendo,2021-03,2021
2021-03-17,Brazil,Acre,881935,63721,343.0,372.0,0.992,Estável,1144,4.0,9.0,1.125,Estável,2021-03,2021
2021-03-18,Brazil,Acre,881935,64234,513.0,406.0,1.0797872340425532,Estável,1156,12.0,9.0,1.125,Estável,2021-03,2021
2021-03-19,Brazil,Acre,881935,64878,644.0,453.0,1.143939393939394,Estável,1168,12.0,9.0,1.0,Estável,2021-03,2021
2021-03-20,Brazil,Acre,881935,65275,397.0,421.0,1.0767263427109974,Estável,1176,8.0,9.0,1.0,Estável,2021-03,2021
2021-03-21,Brazil,Acre,881935,65446,171.0,404.0,1.0253807106598984,Estável,1181,5.0,9.0,0.9,Estável,2021-03,2021
2021-03-22,Brazil,Acre,881935,65959,513.0,432.0,1.0936708860759494,Estável,1190,9.0,9.0,1.125,Estável,2021-03,2021
2021-03-23,Brazil,Acre,881935,66290,331.0,416.0,1.1005291005291005,Estável,1201,11.0,9.0,1.125,Estável,2021-03,2021
2021-03-24,Brazil,Acre,881935,66744,454.0,432.0,1.1550802139037433,Crescendo,1210,9.0,10.0,1.25,Crescendo,2021-03,2021
2021-03-25,Brazil,Acre,881935,67292,548.0,437.0,1.2172701949860725,Crescendo,1217,7.0,9.0,1.0,Estável,2021-03,2021
2021-03-26,Brazil,Acre,881935,67777,485.0,415.0,1.3132911392405062,Crescendo,1224,7.0,8.0,0.8888888888888888,Estável,2021-03,2021
2021-03-27,Brazil,Acre,881935,68575,798.0,472.0,1.4567901234567902,Crescendo,1229,5.0,8.0,0.8888888888888888,Estável,2021-03,2021
2021-03-28,Brazil,Acre,881935,68742,167.0,471.0,1.410179640718563,Crescendo,1234,5.0,8.0,0.8888888888888888,Estável,2021-03,2021
2021-03-29,Brazil,Acre,881935,68905,163.0,421.0,1.2874617737003058,Crescendo,1240,6.0,8.0,0.8888888888888888,Estável,2021-03,2021
2021-03-30,Brazil,Acre,881935,69103,198.0,402.0,1.0578947368421052,Estável,1253,13.0,8.0,0.8,Estável,2021-03,2021
2021-03-31,Brazil,Acre,881935,69657,554.0,417.0,1.1209677419354838,Estável,1262,9.0,8.0,0.8888888888888888,Estável,2021-03,2021
2021-04-01,Brazil,Acre,881935,69988,331.0,386.0,0.9507389162561576,Estável,1269,7.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-02,Brazil,Acre,881935,70851,863.0,440.0,0.9713024282560706,Estável,1280,11.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-03,Brazil,Acre,881935,71062,211.0,356.0,0.8456057007125891,Estável,1284,4.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-04,Brazil,Acre,881935,71157,95.0,345.0,0.8539603960396039,Estável,1291,7.0,9.0,1.0,Estável,2021-04,2021
2021-04-05,Brazil,Acre,881935,71330,173.0,347.0,0.8032407407407407,Estável,1298,7.0,9.0,1.0,Estável,2021-04,2021
2021-04-06,Brazil,Acre,881935,71420,90.0,331.0,0.7956730769230769,Estável,1306,8.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-07,Brazil,Acre,881935,71880,460.0,318.0,0.7361111111111112,Decrescendo,1318,12.0,8.0,0.8,Estável,2021-04,2021
2021-04-08,Brazil,Acre,881935,72403,523.0,345.0,0.7894736842105263,Estável,1325,7.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-09,Brazil,Acre,881935,72897,494.0,293.0,0.7060240963855422,Decrescendo,1334,9.0,8.0,1.0,Estável,2021-04,2021
2021-04-10,Brazil,Acre,881935,73275,378.0,317.0,0.6716101694915254,Decrescendo,1339,5.0,8.0,1.0,Estável,2021-04,2021
2021-04-11,Brazil,Acre,881935,73425,150.0,324.0,0.6878980891719745,Decrescendo,1343,4.0,8.0,1.0,Estável,2021-04,2021
2021-04-12,Brazil,Acre,881935,73613,188.0,327.0,0.7767220902612827,Estável,1353,10.0,8.0,1.0,Estável,2021-04,2021
2021-04-13,Brazil,Acre,881935,74007,394.0,370.0,0.9203980099502488,Estável,1367,14.0,9.0,1.125,Estável,2021-04,2021
2021-04-14,Brazil,Acre,881935,74533,526.0,379.0,0.9088729016786572,Estável,1374,7.0,8.0,1.0,Estável,2021-04,2021
2021-04-15,Brazil,Acre,881935,74664,131.0,323.0,0.8367875647668394,Estável,1383,9.0,9.0,1.125,Estável,2021-04,2021
2021-04-16,Brazil,Acre,881935,75047,383.0,308.0,0.7,Decrescendo,1395,12.0,9.0,1.125,Estável,2021-04,2021
2021-04-17,Brazil,Acre,881935,75334,287.0,295.0,0.8286516853932584,Estável,1405,10.0,10.0,1.25,Crescendo,2021-04,2021
2021-04-18,Brazil,Acre,881935,75405,71.0,283.0,0.8202898550724638,Estável,1418,13.0,11.0,1.2222222222222223,Crescendo,2021-04,2021
2021-04-19,Brazil,Acre,881935,75599,194.0,284.0,0.8184438040345822,Estável,1433,15.0,12.0,1.3333333333333333,Crescendo,2021-04,2021
2021-04-20,Brazil,Acre,881935,75640,41.0,234.0,0.7069486404833837,Decrescendo,1445,12.0,12.0,1.5,Crescendo,2021-04,2021
2021-04-21,Brazil,Acre,881935,75879,239.0,193.0,0.6069182389937107,Decrescendo,1449,4.0,11.0,1.375,Crescendo,2021-04,2021
2021-04-22,Brazil,Acre,881935,76212,333.0,222.0,0.6434782608695652,Decrescendo,1458,9.0,11.0,1.375,Crescendo,2021-04,2021
2021-04-23,Brazil,Acre,881935,76376,164.0,190.0,0.6484641638225256,Decrescendo,1465,7.0,10.0,1.25,Crescendo,2021-04,2021
2021-04-24,Brazil,Acre,881935,76603,227.0,182.0,0.5741324921135647,Decrescendo,1476,11.0,11.0,1.375,Crescendo,2021-04,2021
2021-04-25,Brazil,Acre,881935,76747,144.0,192.0,0.5925925925925926,Decrescendo,1480,4.0,9.0,1.125,Estável,2021-04,2021
2021-04-26,Brazil,Acre,881935,76971,224.0,196.0,0.599388379204893,Decrescendo,1488,8.0,8.0,1.0,Estável,2021-04,2021
2021-04-27,Brazil,Acre,881935,77146,175.0,216.0,0.5837837837837838,Decrescendo,1500,12.0,8.0,0.8888888888888888,Estável,2021-04,2021
2021-04-28,Brazil,Acre,881935,77298,152.0,203.0,0.5356200527704486,Decrescendo,1517,17.0,10.0,1.25,Crescendo,2021-04,2021
2021-04-29,Brazil,Acre,881935,77535,237.0,189.0,0.5851393188854489,Decrescendo,1525,8.0,10.0,1.1111111111111112,Estável,2021-04,2021
2021-04-30,Brazil,Acre,881935,77803,268.0,204.0,0.6623376623376623,Decrescendo,1529,4.0,10.0,1.1111111111111112,Estável,2021-04,2021
2021-05-01,Brazil,Acre,881935,78016,213.0,202.0,0.6847457627118644,Decrescendo,1534,5.0,9.0,0.9,Estável,2021-05,2021
2021-05-02,Brazil,Acre,881935,78152,136.0,201.0,0.7102473498233216,Decrescendo,1546,12.0,10.0,0.9090909090909092,Estável,2021-05,2021
2021-05-03,Brazil,Acre,881935,78325,173.0,194.0,0.6830985915492958,Decrescendo,1552,6.0,10.0,0.8333333333333334,Estável,2021-05,2021
2021-05-04,Brazil,Acre,881935,78440,115.0,185.0,0.7905982905982906,Estável,1555,3.0,8.0,0.6666666666666666,Decrescendo,2021-05,2021
2021-05-05,Brazil,Acre,881935,78610,170.0,188.0,0.9740932642487048,Estável,1563,8.0,7.0,0.6363636363636364,Decrescendo,2021-05,2021
2021-05-06,Brazil,Acre,881935,78889,279.0,194.0,0.8738738738738738,Estável,1568,5.0,7.0,0.6363636363636364,Decrescendo,2021-05,2021
2021-05-07,Brazil,Acre,881935,79100,211.0,186.0,0.9789473684210528,Estável,1575,7.0,7.0,0.7,Decrescendo,2021-05,2021
2021-05-08,Brazil,Acre,881935,79276,176.0,180.0,0.989010989010989,Estável,1585,10.0,8.0,0.7272727272727273,Decrescendo,2021-05,2021
2021-05-09,Brazil,Acre,881935,79351,75.0,172.0,0.8958333333333334,Estável,1589,4.0,7.0,0.7777777777777778,Estável,2021-05,2021
2021-05-10,Brazil,Acre,881935,79476,125.0,165.0,0.8418367346938775,Estável,1596,7.0,7.0,0.875,Estável,2021-05,2021
2021-05-11,Brazil,Acre,881935,79510,34.0,153.0,0.7083333333333334,Decrescendo,1599,3.0,7.0,0.875,Estável,2021-05,2021
2021-05-12,Brazil,Acre,881935,79718,208.0,159.0,0.7832512315270936,Estável,1601,2.0,6.0,0.6,Decrescendo,2021-05,2021
2021-05-13,Brazil,Acre,881935,79955,237.0,153.0,0.8095238095238095,Estável,1607,6.0,6.0,0.6,Decrescendo,2021-05,2021
2021-05-14,Brazil,Acre,881935,80177,222.0,154.0,0.7549019607843137,Estável,1608,1.0,5.0,0.5,Decrescendo,2021-05,2021
2021-05-15,Brazil,Acre,881935,80338,161.0,152.0,0.7524752475247525,Estável,1612,4.0,4.0,0.4444444444444444,Decrescendo,2021-05,2021
2021-05-16,Brazil,Acre,881935,80399,61.0,150.0,0.746268656716418,Decrescendo,1614,2.0,4.0,0.4,Decrescendo,2021-05,2021
2021-05-17,Brazil,Acre,881935,80561,162.0,155.0,0.7989690721649485,Estável,1620,6.0,4.0,0.4,Decrescendo,2021-05,2021
2021-05-18,Brazil,Acre,881935,80590,29.0,155.0,0.8378378378378378,Estável,1625,5.0,4.0,0.5,Decrescendo,2021-05,2021
2021-05-19,Brazil,Acre,881935,80688,98.0,139.0,0.7393617021276596,Decrescendo,1631,6.0,5.0,0.7142857142857143,Decrescendo,2021-05,2021
2021-05-20,Brazil,Acre,881935,80797,109.0,121.0,0.6237113402061856,Decrescendo,1632,1.0,4.0,0.5714285714285714,Decrescendo,2021-05,2021
2021-05-21,Brazil,Acre,881935,81235,438.0,152.0,0.8172043010752689,Estável,1632,0.0,4.0,0.5714285714285714,Decrescendo,2021-05,2021
2021-05-22,Brazil,Acre,881935,81348,113.0,145.0,0.8055555555555556,Estável,1633,1.0,3.0,0.375,Decrescendo,2021-05,2021
2021-05-23,Brazil,Acre,881935,81413,65.0,145.0,0.8430232558139535,Estável,1635,2.0,3.0,0.4285714285714285,Decrescendo,2021-05,2021
2021-05-24,Brazil,Acre,881935,81505,92.0,135.0,0.8181818181818182,Estável,1642,7.0,4.0,0.5714285714285714,Decrescendo,2021-05,2021
2021-05-25,Brazil,Acre,881935,81651,146.0,152.0,0.9934640522875816,Estável,1649,7.0,4.0,0.5714285714285714,Decrescendo,2021-05,2021
2021-05-26,Brazil,Acre,881935,81850,199.0,166.0,1.0440251572327044,Estável,1652,3.0,3.0,0.5,Decrescendo,2021-05,2021
2021-05-27,Brazil,Acre,881935,81980,130.0,169.0,1.1045751633986929,Estável,1652,0.0,3.0,0.5,Decrescendo,2021-05,2021
2021-05-28,Brazil,Acre,881935,82149,169.0,131.0,0.8506493506493507,Estável,1655,3.0,4.0,0.8,Estável,2021-05,2021
2021-05-29,Brazil,Acre,881935,82207,58.0,123.0,0.8092105263157895,Estável,1657,2.0,4.0,1.0,Estável,2021-05,2021
2021-05-30,Brazil,Acre,881935,82478,271.0,153.0,1.02,Estável,1659,2.0,4.0,1.0,Estável,2021-05,2021
2021-05-31,Brazil,Acre,881935,82524,46.0,146.0,0.9419354838709676,Estável,1662,3.0,3.0,0.75,Estável,2021-05,2021
2021-06-01,Brazil,Acre,881935,82581,57.0,133.0,0.8580645161290322,Estável,1669,7.0,3.0,0.75,Estável,2021-06,2021
2021-06-02,Brazil,Acre,881935,82753,172.0,129.0,0.9280575539568344,Estável,1676,7.0,4.0,0.8,Estável,2021-06,2021
2021-06-03,Brazil,Acre,881935,82937,184.0,137.0,1.1322314049586777,Estável,1680,4.0,4.0,1.0,Estável,2021-06,2021
2021-06-04,Brazil,Acre,881935,83123,186.0,140.0,0.9210526315789472,Estável,1682,2.0,4.0,1.0,Estável,2021-06,2021
2021-06-05,Brazil,Acre,881935,83240,117.0,148.0,1.0206896551724138,Estável,1686,4.0,5.0,1.6666666666666667,Crescendo,2021-06,2021
2021-06-06,Brazil,Acre,881935,83306,66.0,119.0,0.8206896551724138,Estável,1690,4.0,5.0,1.6666666666666667,Crescendo,2021-06,2021
2021-06-07,Brazil,Acre,881935,83350,44.0,118.0,0.8740740740740741,Estável,1692,2.0,5.0,1.25,Crescendo,2021-06,2021
2021-06-08,Brazil,Acre,881935,83409,59.0,119.0,0.7828947368421053,Estável,1697,5.0,4.0,1.0,Estável,2021-06,2021
2021-06-09,Brazil,Acre,881935,83473,64.0,103.0,0.6204819277108434,Decrescendo,1697,0.0,3.0,1.0,Estável,2021-06,2021
2021-06-10,Brazil,Acre,881935,83665,192.0,104.0,0.6153846153846154,Decrescendo,1699,2.0,3.0,1.0,Estável,2021-06,2021
2021-06-11,Brazil,Acre,881935,84039,374.0,131.0,1.0,Estável,1701,2.0,3.0,0.75,Estável,2021-06,2021
2021-06-12,Brazil,Acre,881935,84104,65.0,124.0,1.008130081300813,Estável,1707,6.0,3.0,0.75,Estável,2021-06,2021
2021-06-13,Brazil,Acre,881935,84174,70.0,124.0,0.8104575163398693,Estável,1712,5.0,4.0,1.0,Estável,2021-06,2021
2021-06-14,Brazil,Acre,881935,84337,163.0,141.0,0.9657534246575342,Estável,1719,7.0,4.0,1.3333333333333333,Crescendo,2021-06,2021
2021-06-15,Brazil,Acre,881935,84404,67.0,143.0,1.075187969924812,Estável,1721,2.0,4.0,1.3333333333333333,Crescendo,2021-06,2021
2021-06-16,Brazil,Acre,881935,84450,46.0,140.0,1.0852713178294573,Estável,1723,2.0,4.0,1.0,Estável,2021-06,2021
2021-06-17,Brazil,Acre,881935,84487,37.0,118.0,0.8613138686131386,Estável,1725,2.0,4.0,1.0,Estável,2021-06,2021
2021-06-18,Brazil,Acre,881935,84687,200.0,93.0,0.6642857142857143,Decrescendo,1728,3.0,4.0,1.0,Estável,2021-06,2021
2021-06-19,Brazil,Acre,881935,84812,125.0,102.0,0.6891891891891891,Decrescendo,1729,1.0,4.0,0.8,Estável,2021-06,2021
2021-06-20,Brazil,Acre,881935,84849,37.0,97.0,0.8151260504201681,Estável,1730,1.0,3.0,0.6,Decrescendo,2021-06,2021
2021-06-21,Brazil,Acre,881935,84918,69.0,83.0,0.7033898305084746,Decrescendo,1732,2.0,2.0,0.4,Decrescendo,2021-06,2021
2021-06-22,Brazil,Acre,881935,84937,19.0,77.0,0.6470588235294118,Decrescendo,1734,2.0,2.0,0.5,Decrescendo,2021-06,2021
2021-06-23,Brazil,Acre,881935,85043,106.0,85.0,0.8252427184466019,Estável,1734,0.0,2.0,0.6666666666666666,Decrescendo,2021-06,2021
2021-06-24,Brazil,Acre,881935,85128,85.0,92.0,0.8846153846153846,Estável,1735,1.0,2.0,0.6666666666666666,Decrescendo,2021-06,2021
2021-06-25,Brazil,Acre,881935,85273,145.0,84.0,0.6412213740458015,Decrescendo,1736,1.0,2.0,0.6666666666666666,Decrescendo,2021-06,2021
2021-06-26,Brazil,Acre,881935,85383,110.0,82.0,0.6612903225806451,Decrescendo,1736,0.0,1.0,0.3333333333333333,Decrescendo,2021-06,2021
2021-06-27,Brazil,Acre,881935,85463,80.0,88.0,0.7096774193548387,Decrescendo,1736,0.0,1.0,0.25,Decrescendo,2021-06,2021
2021-06-28,Brazil,Acre,881935,85496,33.0,83.0,0.5886524822695035,Decrescendo,1736,0.0,1.0,0.25,Decrescendo,2021-06,2021
2021-06-29,Brazil,Acre,881935,85526,30.0,85.0,0.5944055944055944,Decrescendo,1738,2.0,1.0,0.25,Decrescendo,2021-06,2021
2021-06-30,Brazil,Acre,881935,85556,30.0,74.0,0.5285714285714286,Decrescendo,1738,0.0,1.0,0.25,Decrescendo,2021-06,2021
2021-07-01,Brazil,Acre,881935,85736,180.0,87.0,0.7372881355932204,Decrescendo,1741,3.0,1.0,0.25,Decrescendo,2021-07,2021
2021-07-02,Brazil,Acre,881935,85797,61.0,75.0,0.8064516129032258,Estável,1742,1.0,1.0,0.25,Decrescendo,2021-07,2021
2021-07-03,Brazil,Acre,881935,85871,74.0,70.0,0.6862745098039216,Decrescendo,1746,4.0,2.0,0.5,Decrescendo,2021-07,2021
2021-07-04,Brazil,Acre,881935,85897,26.0,62.0,0.6391752577319587,Decrescendo,1752,6.0,3.0,1.0,Estável,2021-07,2021
2021-07-05,Brazil,Acre,881935,85983,86.0,70.0,0.8433734939759037,Estável,1757,5.0,3.0,1.5,Crescendo,2021-07,2021
2021-07-06,Brazil,Acre,881935,85997,14.0,68.0,0.8831168831168831,Estável,1760,3.0,4.0,2.0,Crescendo,2021-07,2021
2021-07-07,Brazil,Acre,881935,86120,123.0,81.0,0.9529411764705882,Estável,1761,1.0,4.0,2.0,Crescendo,2021-07,2021
2021-07-08,Brazil,Acre,881935,86296,176.0,80.0,0.8695652173913043,Estável,1761,0.0,3.0,1.5,Crescendo,2021-07,2021
2021-07-09,Brazil,Acre,881935,86400,104.0,87.0,1.0357142857142858,Estável,1764,3.0,4.0,2.0,Crescendo,2021-07,2021
2021-07-10,Brazil,Acre,881935,86454,54.0,84.0,1.024390243902439,Estável,1766,2.0,3.0,3.0,Crescendo,2021-07,2021
2021-07-11,Brazil,Acre,881935,86467,13.0,82.0,0.9318181818181818,Estável,1766,0.0,2.0,2.0,Crescendo,2021-07,2021
2021-07-12,Brazil,Acre,881935,86481,14.0,72.0,0.8674698795180723,Estável,1767,1.0,2.0,2.0,Crescendo,2021-07,2021
2021-07-13,Brazil,Acre,881935,86492,11.0,71.0,0.8352941176470589,Estável,1770,3.0,2.0,2.0,Crescendo,2021-07,2021
2021-07-14,Brazil,Acre,881935,86544,52.0,61.0,0.8243243243243243,Estável,1771,1.0,2.0,2.0,Crescendo,2021-07,2021
